#                  time                       real
 1.8749999999999999E-02     9.1813922494592207E-03
 5.6249999999999994E-02     2.6169757613790097E-02
 9.3750000000000000E-02     4.1393678494973871E-02
 1.3124999999999998E-01     5.4944194011870943E-02
 1.6874999999999998E-01     6.6919994024263185E-02
 2.0624999999999999E-01     7.7423540618344985E-02
 2.4374999999999997E-01     8.6556841187403144E-02
 2.8125000000000000E-01     9.4417182212650774E-02
 3.1874999999999998E-01     1.0109313297378061E-01
 3.5624999999999996E-01     1.0666110870655315E-01
 3.9374999999999999E-01     1.1118274437943844E-01
 4.3124999999999997E-01     1.1470327566594739E-01
 4.6874999999999994E-01     1.1725105627365150E-01
 5.0624999999999998E-01     1.1883826484395441E-01
 5.4375000000000007E-01     1.1946277506617980E-01
 5.8125000000000004E-01     1.1911108469257729E-01
 6.1875000000000002E-01     1.1776212803306188E-01
 6.5625000000000000E-01     1.1539173712640548E-01
 6.9374999999999998E-01     1.1197747328294533E-01
 7.3125000000000007E-01     1.0750352616833675E-01
 7.6875000000000004E-01     1.0196537380681160E-01
 8.0625000000000002E-01     9.5373914063223805E-02
 8.4375000000000000E-01     8.7758814971723054E-02
 8.8124999999999998E-01     7.9170884870646094E-02
 9.1874999999999996E-01     6.9683329556612217E-02
 9.5625000000000004E-01     5.9391837537152499E-02
 9.9375000000000002E-01     4.8413510404965901E-02
 1.0312500000000000E+00     3.7061850352807443E-02
 1.0687500000000001E+00     2.5772537216990746E-02
 1.1062500000000000E+00     1.4633809267706374E-02
 1.1437500000000000E+00     3.7265241679208731E-03
 1.1812499999999999E+00    -6.8684338308406950E-03
 1.2187500000000000E+00    -1.7070161274754164E-02
 1.2562500000000001E+00    -2.6797744523122675E-02
 1.2937500000000000E+00    -3.5970270610043181E-02
 1.3312500000000000E+00    -4.4506840128704858E-02
 1.3687499999999999E+00    -5.2326582265570312E-02
 1.4062500000000000E+00    -5.9348672055290708E-02
 1.4437500000000001E+00    -6.5492349865147750E-02
 1.4812500000000000E+00    -7.0676943052193117E-02
 1.5187500000000000E+00    -7.4821889669483083E-02
 1.5562499999999999E+00    -7.7846764032641513E-02
 1.5937500000000000E+00    -7.9671303897366541E-02
 1.6312500000000001E+00    -8.0215438945282394E-02
 1.6687500000000000E+00    -7.9399320232436177E-02
 1.7062500000000000E+00    -7.7143350223801616E-02
 1.7437499999999999E+00    -7.3368213019688225E-02
 1.7812500000000000E+00    -6.7994904375973594E-02
 1.8187499999999999E+00    -6.0944761128056732E-02
 1.8562500000000000E+00    -5.2139489644917311E-02
 1.8937500000000000E+00    -4.1501192958863467E-02
 1.9312499999999999E+00    -2.8952396230062280E-02
 1.9687500000000000E+00    -1.4416070201412282E-02
 2.0062499999999996E+00     2.1841824483314620E-03
 2.0437499999999997E+00     2.0868241752189501E-02
 2.0812499999999998E+00     4.1518144249553912E-02
 2.1187499999999999E+00     6.3994810144284056E-02
 2.1562499999999996E+00     8.8158772809293753E-02
 2.1937499999999996E+00     1.1387025833725309E-01
 2.2312499999999997E+00     1.4098927289845167E-01
 2.2687499999999998E+00     1.6937569856875759E-01
 2.3062499999999999E+00     1.9888939845458065E-01
 2.3437499999999996E+00     2.2939033198920203E-01
 2.3812499999999996E+00     2.6073868116162102E-01
 2.4187499999999997E+00     2.9279498812941529E-01
 2.4562499999999998E+00     3.2542030413749978E-01
 2.4937499999999999E+00     3.5847634890764341E-01
 2.5312499999999996E+00     3.9182567869183327E-01
 2.5687499999999996E+00     4.2533186003259993E-01
 2.6062499999999997E+00     4.5885964500800186E-01
 2.6437499999999998E+00     4.9227514244797166E-01
 2.6812499999999999E+00     5.2544597840655882E-01
 2.7187499999999996E+00     5.5824143819406058E-01
 2.7562499999999996E+00     5.9053258165501410E-01
 2.7937499999999997E+00     6.2219232325608054E-01
 2.8312499999999998E+00     6.5309546903017113E-01
 2.8687499999999999E+00     6.8311870357135152E-01
 2.9062499999999996E+00     7.1214052208431866E-01
 2.9437499999999996E+00     7.4004110487503805E-01
 2.9812499999999997E+00     7.6670213444559310E-01
 3.0187499999999998E+00     7.9200884444079134E-01
 3.0562499999999999E+00     8.1590002909560722E-01
 3.0937499999999996E+00     8.3836769916208709E-01
 3.1312499999999996E+00     8.5940638953639281E-01
 3.1687499999999997E+00     8.7901046485673162E-01
 3.2062499999999998E+00     8.9717372513871885E-01
 3.2437499999999999E+00     9.1388902538629446E-01
 3.2812499999999996E+00     9.2914790515022350E-01
 3.3187499999999996E+00     9.4294022178544767E-01
 3.3562499999999997E+00     9.5525378039272235E-01
 3.3937499999999998E+00     9.6607395440942045E-01
 3.4312499999999999E+00     9.7538329366727794E-01
 3.4687499999999996E+00     9.8316112140026946E-01
 3.5062499999999996E+00     9.8938312789592819E-01
 3.5437499999999997E+00     9.9402097575441739E-01
 3.5812499999999998E+00     9.9704193935820551E-01
 3.6187499999999995E+00     9.9840860828354672E-01
 3.6562499999999996E+00     9.9807868999208449E-01
 3.6937499999999996E+00     9.9600495016534696E-01
 3.7312499999999997E+00     9.9213532848978681E-01
 3.7687499999999998E+00     9.8641326277735786E-01
